Product_ID,Product_ID_Int,Style_REF1_Code,Style_REF1_Name,Style_REF2_Code,Style_REF2_Name,Style_REF3_Code,Style_REF3_Name,Style_REF4_Code,Style_REF4_Name,Style_REF5_Code,Style_REF5_Name,Style_REF10_Code,Style_REF10_Name,Style_REF11_Code,Style_REF11_Name,Style_REF11_Parent_Code,Style_REF11_Parent_Name,Style_Colour_REF1_Code,Style_Colour_REF1_Name,Style_Colour_REF2_Code,Style_Colour_REF2_Name,Style_Colour_REF3_Code,Style_Colour_REF3_Name,Style_Colour_REF4_Code,Style_Colour_REF4_Name,Style_Colour_REF5_Code,Style_Colour_REF5_Name,Style_Colour_REF6_Code,Style_Colour_REF6_Name,Style_Colour_REF7_Code,Style_Colour_REF7_Name,Style_Colour_REF8_Code,Style_Colour_REF8_Name,Style_Colour_REF9_Code,Style_Colour_REF9_Name,Style_Colour_REF10_Code,Style_Colour_REF10_Name,Colour_REF1_Code,Colour_REF1_Name,Colour_REF2_Code,Colour_REF2_Name,Colour_REF3_Code,Colour_REF3_Name,Product_CAD_Image_URL,Style_HS_Code,Style_Country_Of_Origin,Inventory_Age_Category,Datasource_Code,Product_Internal_ID,Clr_Internal_ID,Style_Internal_ID,Style_Code,Style_Name,Style_Code_Name,Style_Code_Name_Colour_Name,Style_Name_Colour_Name,Style_Code_Colour_Name,Style_Colour_Code,Style_Colour_Name,SKU_Size_Value,SKU_Size_Name,SKU_Size_Range_Name,Barcode_Primary,Barcode_Secondary,Store_First_Received_Date_ID,Store_First_Received_Date_Short,Store_First_Received_Weeks_Since,Store_Last_Received_Date_ID,Store_Last_Received_Date_Short,Store_Last_Received_Weeks_Since,Last_Sale_Date_ID,Last_Sale_Date_Short,Last_Sale_Weeks_Since,Warehouse_Last_Received_Date_ID,Warehouse_Last_Received_Date_Short,Warehouse_Last_Received_Weeks_Since,Warehouse_Last_Received_Date_ID_LY,Warehouse_Last_Received_Date_Short_LY,Warehouse_Last_Received_Weeks_Since_LY,First_Received_Date_ID,First_Received_Date_Short,First_Sale_Date_ID,First_Sale_Date_Short,First_Order_Date_ID,First_Order_Date_Short,New_Item_Status,Image_URL,Style_Preferred_Supplier_Code,Style_Preferred_Supplier_Name,Standard_Unit_Cost,Standard_Unit_Cost_Text_Sort,Standard_Unit_Cost_Text,Current_Retail_Price_Incl_Tax_Text_Sort,Current_Retail_Price_Incl_Tax_Text,Current_Retail_Price_Incl_Tax,Current_Retail_Price_Excl_Tax,Original_Retail_Price_Incl_Tax_Text_Sort,Original_Retail_Price_Incl_Tax_Text,Original_Retail_Price_Incl_Tax,Original_Retail_Price_Excl_Tax,First_Margin_Pct_Sort,First_Margin_Pct,Markdown_Status,Purchase_Rate,Purchase_Currency_Code,Purchase_Arrival_Zone_Name,Purchase_Departure_Zone_Name,Import_Costing_Date_ID,Import_Costing_Date_Short
14602,14602,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,TANKS&SINGLETS,TANKS AND SINGLETS,ACTIVE TANKS,ACTIVE TANKS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,Q222,Q222,BuwahahahahMAR22,BuwahahahahMAR22,2022/37,2022/37,NULL,NULL,N,NO,NULL,NULL,Q222,Q222,MARKDOWN,MARKDOWN,YES,YES,RED,RED,N,NO,NULL,NULL,NULL,6109900037,CHINA,AGED (1-2 YEARS),AP21_Core,10010,3365,1391,221AA1058,Crop Adj Strp Racerbk Tank 117,221AA1058 Crop Adj Strp Racerbk Tank 117,221AA1058 Crop Adj Strp Racerbk Tank 117 (GARNET RED),Crop Adj Strp Racerbk Tank 117 (GARNET RED),221AA1058 GARN RED,GARN RED,GARNET RED,12,12,Apr-18,9.35004E+12,,20220408,4/8/2022,74,20220408,4/8/2022,74,20230828,8/28/2023,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S21-221AA1058-GARNETREDCroppedRacerbackTank117GARNETRED-22114-AheheBuwahahahah-0392_frontshot.jpg?v=1649045183,1ACT,Active Apparel ,30.61,30.61,30.61,98,98,98,89.090909,130,130,130,118.181818,74.10%,74.10%,MD,NULL,NULL,NULL,NULL,NULL,NULL
21015,21015,Ahehe,Ahehe,ACCESSORIES,ACCESSORIES,JEWELLERY,JEWELLERY,EARRINGS,EARRINGS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,YES,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,711719,INDONESIA,NULL,AP21_Core,20043,4676,1887,22SS9008,Soleil Enamel Plate Stud,22SS9008 Soleil Enamel Plate Stud,22SS9008 Soleil Enamel Plate Stud,Soleil Enamel Plate Stud,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S47-22SS9008-GOLD-WHITESoleilEnamelPlateStud-22573-Ahehe-10793.jpg?v=1681175096,1SKS,Pt. Suicide Kings Silver,NULL,NULL,NULL,195,195,195,177.272727,195,195,195,177.272727,NULL,NULL,FP,NULL,NULL,NULL,NULL,NULL,NULL
3731,3731,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,SKIRTS,SKIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2020,2020,CR21,CR21,CRUISE21,CRUISE21,2021/26,2021/26,NULL,NULL,N,NO,NULL,NULL,CR21,CR21,MARKDOWN,MARKDOWN,YES,YES,BLUE,BLUE,N,NO,NON PRINT,NON PRINT,NULL,620452,CHINA,AGED (2+ YEARS),AP21_Core,2004,519,224,21CR4004,Remi Skirt,21CR4004 Remi Skirt,21CR4004 Remi Skirt (90S WASH),Remi Skirt (90S WASH),21CR4004 90S WSH,90S WSH,90S WASH,6,6,Apr-18,25712,,20220728,7/28/2022,58,20220728,7/28/2022,58,20230414,4/14/2023,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S33-21CR4004_Remi_Skirt_90s_Wash-20982-Ahehe-2386.jpg?v=1657696812,1UAI,Union Apparel International Ltd.,56.14,56.14,56.14,118,118,118,107.272727,295,295,295,268.181818,79.10%,79.10%,MD,NULL,NULL,NULL,NULL,NULL,NULL
11348,11348,Ahehe,Ahehe,ACCESSORIES,ACCESSORIES,ACCESSORIES,ACCESSORIES,ACCESSORIES,ACCESSORIES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2020,2020,RE20,RE20,CHROMA20,CHROMA20,2021/20,2021/20,NULL,NULL,Y,YES,NULL,NULL,RE20,RE20,FULL PRICE,FULL PRICE,YES,YES,WHITE,WHITE,Y,YES,FLORAL,FLORAL,NULL,481720,AUSTRALIA,AGED (2+ YEARS),AP21_Core,7577,2550,1066,20RE8041,Ahehe Greeting Card,20RE8041 Ahehe Greeting Card,20RE8041 Ahehe Greeting Card (GREVILLEA PTERIDIFOLIA),Ahehe Greeting Card (GREVILLEA PTERIDIFOLIA),20RE8041 GRVLA PTFL,GRVLA PTFL,GREVILLEA PTERIDIFOLIA,OS,One Size,OS,26585,26590,20220523,5/23/2022,67,20220523,5/23/2022,67,20220523,5/23/2022,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S6-20RE8041_Ahehe_Greetings_Card_Eucalyptus_Tetraptera-20818-Ahehe-0018.jpg?v=1605046087,INTERNAL,Internal Supplier used by Production - Enter Company name,5.8,5.8,5.8,9.95,9.95,9.95,9.045455,9.95,9.95,9.95,9.045455,35.90%,35.90%,FP,NULL,NULL,NULL,NULL,NULL,NULL
12271,12271,Ahehe,Ahehe,ACCESSORIES,ACCESSORIES,SLG,SLG,SLG,SLG,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,YES,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,420231,CHINA,NULL,AP21_Core,18154,2809,1177,20AJ6049,Magnolia Zip Coin Purse,20AJ6049 Magnolia Zip Coin Purse,20AJ6049 Magnolia Zip Coin Purse,Magnolia Zip Coin Purse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S47-20AJ6049_Magnolia_Zip_Coin_Closure_Black-20440-Ahehe-0250.jpg?v=1623131942,1KAS,Ka'S Field Leather Goods Mfr Ltd,NULL,NULL,NULL,95,95,95,86.363636,95,95,95,86.363636,NULL,NULL,FP,NULL,NULL,NULL,NULL,NULL,NULL
15203,15203,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,TEES,TEES,CROPPED TEES,CROPPED TEES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,Q322,Q322,BuwahahahahSEP22,BuwahahahahSEP22,2023/11,NULL,NULL,NULL,N,NO,NULL,NULL,Q322,Q322,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,620459,CHINA,BECOMING AGED,AP21_Core,10494,3478,1438,223AA1226,SPOTTY LOGO CROP T-SHIRT 105,223AA1226 SPOTTY LOGO CROP T-SHIRT 105,223AA1226 SPOTTY LOGO CROP T-SHIRT 105 (WHITE/BLACK),SPOTTY LOGO CROP T-SHIRT 105 (WHITE/BLACK),223AA1226 WHT BLK,WHT BLK,WHITE/BLACK,14,14,Apr-18,9.35004E+12,,20220901,9/1/2022,53,20220901,9/1/2022,53,20230814,8/14/2023,3,20220826,8/26/2022,54,20220826,8/26/2022,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S33-223AA1226-SpottyLogoCropT-Shirt105-22698-AheheBuwahahahah-D1-1850.jpg?v=1662612573,1HEW,HEWEN,20.5556,20.56,20.56,57,57,57,51.818182,110,110,110,100,79.40%,79.40%,MD,NULL,NULL,NULL,NULL,NULL,NULL
20538,20538,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,MIDI,MIDI,100%COTTON,100% COTTON,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SS22,SS22,PROVENANCE22,PROVENANCE22,2023/09,NULL,NULL,NULL,N,NO,INNOVATOR,INNOVATOR,SS22,SS22,MARKDOWN,MARKDOWN,YES,YES,GREEN,GREEN,N,NO,NULL,NULL,NULL,62044900,CHINA,CURRENT,AP21_Core,14739,4556,1842,22SS4217,Jolie Asymmetric Midi Skrt,22SS4217 Jolie Asymmetric Midi Skrt,22SS4217 Jolie Asymmetric Midi Skrt (VERDANT GREEN),Jolie Asymmetric Midi Skrt (VERDANT GREEN),22SS4217 VRDNT GRN,VRDNT GRN,VERDANT GREEN,14,14,Apr-18,9.35004E+12,,20220818,8/18/2022,55,20220818,8/18/2022,55,20230901,9/1/2023,1,20220823,8/23/2022,54,20220823,8/23/2022,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/Ahehe-jolie-set-green-3.jpg?v=1659406068,1SUP,Supertex Intl Jiangyin Jiaxiang,74.6806,74.68,74.68,223,223,223,202.727273,455,455,455,413.636364,81.90%,81.90%,MD,NULL,NULL,NULL,NULL,NULL,NULL
10136,10136,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,SKIRTS,SKIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2020,2020,AW20,AW20,YOUTHQUAKE20,YOUTHQUAKE20,2020/46,2020/46,NULL,NULL,N,NO,NULL,NULL,AW20,AW20,MARKDOWN,MARKDOWN,YES,YES,RED,RED,N,NO,NULL,NULL,NULL,420310,CHINA,AGED (2+ YEARS),AP21_Core,6724,2202,930,20AJ4056,Rebellion Leather Mini Skirt,20AJ4056 Rebellion Leather Mini Skirt,20AJ4056 Rebellion Leather Mini Skirt (BURGUNDY),Rebellion Leather Mini Skirt (BURGUNDY),20AJ4056 BURG,BURG,BURGUNDY,10,10,Apr-18,23016,,20230412,4/12/2023,21,20230412,4/12/2023,21,20230415,4/15/2023,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/LeatherZipSkirt.jpg?v=1623478109,NULL,NULL,119.77,119.77,119.77,160,160,160,145.454545,395,395,395,359.090909,66.60%,66.60%,MD,NULL,NULL,NULL,NULL,NULL,NULL
16066,16066,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,SKIRTS,SKIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,AW21,AW21,EQUILIBRIUM21,EQUILIBRIUM21,2021/39,2021/39,NULL,NULL,N,NO,NULL,NULL,AW21,AW21,MARKDOWN,MARKDOWN,YES,YES,BROWN,BROWN,N,NO,NULL,NULL,NULL,4203100002,INDIA,AGED (2+ YEARS),AP21_Core,19007,3647,1498,21AW4006,Fusion Leather Skirt,21AW4006 Fusion Leather Skirt,21AW4006 Fusion Leather Skirt (CHOCOLATE),Fusion Leather Skirt (CHOCOLATE),21AW4006 CHOC,CHOC,CHOCOLATE,NULL,NULL,NULL,NULL,NULL,20220830,8/30/2022,53,20220830,8/30/2022,53,20220904,9/4/2022,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S20-21AW1049_Daze_Long_Sleeve_Tee_WhiteBlack-21219-Ahehe-2244.jpg?v=1657702790,1ACEL,Avix Pty Ltd,109.67,109.67,109.67,119,119,119,108.181818,395,395,395,359.090909,69.50%,69.50%,MD,NULL,NULL,NULL,NULL,NULL,NULL
15231,15231,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,TEES,TEES,TEES,TEES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,Q322,Q322,BuwahahahahSEP22,BuwahahahahSEP22,2023/11,NULL,NULL,NULL,N,NO,NULL,NULL,Q322,Q322,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,6109100006,CHINA,BECOMING AGED,AP21_Core,10517,3483,1440,223AA1228,SWEETHEART LOGO LS T-SHIRT 127,223AA1228 SWEETHEART LOGO LS T-SHIRT 127,223AA1228 SWEETHEART LOGO LS T-SHIRT 127 (WHITE/BLACK),SWEETHEART LOGO LS T-SHIRT 127 (WHITE/BLACK),223AA1228 WHT BLK,WHT BLK,WHITE/BLACK,10,10,Apr-18,9.35004E+12,,20220901,9/1/2022,53,20220901,9/1/2022,53,20230811,8/11/2023,4,20220826,8/26/2022,54,20220826,8/26/2022,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S36-223AA1228-SweetheartLogoLongSleeveT-Shirt128-22698-AheheBuwahahahah-D1-2449.jpg?v=1662612596,1HEW,HEWEN,23.4722,23.47,23.47,87,87,87,79.090909,145,145,145,131.818182,82.20%,82.20%,MD,NULL,NULL,NULL,NULL,NULL,NULL
21194,21194,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,SKIRTS,SKIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,SU22,SU22,SEQUENCE22,SEQUENCE22,2022/36,2022/36,NULL,NULL,N,NO,FASHION FORWARD,FASHION FORWARD,SU22,SU22,MARKDOWN,MARKDOWN,YES,YES,BLACK,BLACK,N,NO,NON PRINT,NON PRINT,NULL,4203100002,INDIA,AGED (1-2 YEARS),AP21_Core,15214,4737,1909,22SU4095,Ivy Leather Mini Skirt,22SU4095 Ivy Leather Mini Skirt,22SU4095 Ivy Leather Mini Skirt (BLACK),Ivy Leather Mini Skirt (BLACK),22SU4095 BLK,BLK,BLACK,8,8,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230809,8/9/2023,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S33-22SU4095-BLACK-IvyLeatherMiniSkirt-22078-Ahehe-63867_frontshot.jpg?v=1650409098,1ACEL,Avix Pty Ltd,128.2,128.2,128.2,198,198,198,180,395,395,395,359.090909,64.30%,64.30%,MD,NULL,NULL,NULL,NULL,NULL,NULL
2630,2630,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,DRESSES,DRESSES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,RE21,RE21,SCENTOFSUMMER21,ScentofSummer21,2021/46,2021/46,NULL,NULL,N,NO,NULL,NULL,RE21,RE21,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,62044200,CHINA,AGED (1-2 YEARS),AP21_Core,1128,294,129,21RE5166,Cantina Mini Bow Back Dress,21RE5166 Cantina Mini Bow Back Dress,21RE5166 Cantina Mini Bow Back Dress (IVORY),Cantina Mini Bow Back Dress (IVORY),21RE5166 IVRY,IVRY,IVORY,14,14,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230817,8/17/2023,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S79-21RE5166_Cantina_Mini_Dress_Ivory-21365-Ahehe-2687.jpg?v=1649073283,1SUP,Supertex Intl Jiangyin Jiaxiang,66.3562,66.36,66.36,198,198,198,180,395,395,395,359.090909,81.50%,81.50%,MD,0.73,USD,AUSTRALIA,CHINA,20220707,7/7/2022
13816,13816,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,MIDI,MIDI,63%RAY-37%NYL,63% RAYON 37% NYLON,Product,Product,FG,Finished Goods,FG,Finished Goods,2023,2023,SS23,SS23,ODYSSEY23,ODYSSEY23,NULL,NULL,Aug 23_Drop 2,Aug 23_Drop 2,N,NO,FASHION FORWARD,FASHION FORWARD,SS22,SS22,FULL PRICE,FULL PRICE,YES,YES,BLACK,BLACK,N,NO,NON PRINT,NON PRINT,https://res.cloudinary.com/Ahehewholesaling/image/upload/v1677562159/107780-26995/22SS5416/BLK/1-8070.jpg,62044900,CHINA,CURRENT,AP21_Core,9449,3140,1298,22SS5416,Romarin Knit Bodice Midi Drs,22SS5416 Romarin Knit Bodice Midi Drs,22SS5416 Romarin Knit Bodice Midi Drs (BLACK),Romarin Knit Bodice Midi Drs (BLACK),22SS5416 BLK,BLK,BLACK,XXS,XXS,XXS - XXL,9.3594E+12,,20220818,8/18/2022,55,20220818,8/18/2022,55,20230902,9/2/2023,1,20230804,8/4/2023,5,20220813,8/13/2022,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/22SS5416_BLK_1.jpg?v=1692754081,1DCL,Draper Company Ltd,81.3889,81.39,81.39,425,425,425,386.363636,425,425,425,386.363636,78.90%,78.90%,FP,NULL,NULL,NULL,NULL,NULL,NULL
17536,17536,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,PANTERS,PANTERS,TRACKPANTERS,TRACKPANTERS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,Q222,Q222,BuwahahahahJUN22,BuwahahahahJUN22,2022/49,2022/49,NULL,NULL,N,NO,NULL,NULL,Q222,Q222,MARKDOWN,MARKDOWN,YES,YES,ORANGE,ORANGE,N,NO,NULL,NULL,NULL,610463,CHINA,AGED (1-2 YEARS),AP21_Core,12366,3934,1591,222AA3322,Logo TrackPANTERS 502,222AA3322 Logo TrackPANTERS 502,222AA3322 Logo TrackPANTERS 502 (ORANGE MARLE),Logo TrackPANTERS 502 (ORANGE MARLE),222AA3322 ORG MAR,ORG MAR,ORANGE MARLE,10,10,Apr-18,9.35004E+12,,20220602,6/2/2022,66,20220602,6/2/2022,66,20230901,9/1/2023,1,20220520,5/20/2022,68,20220520,5/20/2022,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S28-222AA3322-ORANGEMARLE-LogoTrackPANTERS502-22334-AheheBuwahahahah-D1-0929.jpg?v=1653816051,1ACT,Active Apparel ,44.5833,44.58,44.58,81,81,81,73.636364,155,155,155,140.909091,68.40%,68.40%,MD,NULL,NULL,NULL,NULL,NULL,NULL
4332,4332,Buwahahahah,Buwahahahah,AA APPAREL,AA APPAREL,SPORTS BRA,SPORTS BRA,SPORTS BRAS,SPORTS BRAS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,Q321,Q321,BuwahahahahSEPT21,BuwahahahahSEPT21,2022/15,2022/15,NULL,NULL,N,NO,NULL,NULL,Q321,Q321,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,N,NO,NULL,NULL,NULL,6106200004,CHINA,AGED (1-2 YEARS),AP21_Core,2479,645,273,21RE1288,Cross Back Crp Top 301,21RE1288 Cross Back Crp Top 301,21RE1288 Cross Back Crp Top 301 (SUNSET PINK),Cross Back Crp Top 301 (SUNSET PINK),21RE1288 SUNST PNK,SUNST PNK,SUNSET PINK,14,14,Apr-18,9.35004E+12,,20220428,4/28/2022,71,20220428,4/28/2022,71,20230831,8/31/2023,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S71-21RE1288_CrossBackCropTop301_SunsetPink-21732-Ahehe-D2-0766.jpg?v=1648789172,1ACT,Active Apparel ,23.65,23.65,23.65,38,38,38,34.545455,95,95,95,86.363636,72.60%,72.60%,MD,NULL,NULL,NULL,NULL,NULL,NULL
4782,4782,Ahehe,Ahehe,RTW,RTW,TEES,TEES,TEES,TEES,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2021,2021,SS21,SS21,REIMAGINATION21,Reimagination21,NULL,NULL,NULL,NULL,N,NO,NULL,NULL,SS21,SS21,MARKDOWN,MARKDOWN,YES,YES,WHITE,WHITE,N,NO,NULL,NULL,NULL,6109100006,CHINA,AGED (1-2 YEARS),AP21_Core,16090,758,316,21SS1183,Motion Cropped Tee,21SS1183 Motion Cropped Tee,21SS1183 Motion Cropped Tee (WHITE/BLACK),Motion Cropped Tee (WHITE/BLACK),21SS1183 WHT BLK,WHT BLK,WHITE/BLACK,NULL,NULL,NULL,NULL,NULL,20220523,5/23/2022,67,20220523,5/23/2022,67,20230414,4/14/2023,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S27-21SS1183_Motion_Cropped_Tee_WhiteBlack-21540-Ahehe-2260_frontshot.jpg?v=1650409426,1TFS,The Fashion Source Pty Ltd,19.4,19.4,19.4,62,62,62,56.363636,155,155,155,140.909091,86.20%,86.20%,MD,NULL,NULL,NULL,NULL,NULL,NULL
7299,7299,Ahehe,Ahehe,RTW,RTW,DRESSES,DRESSES,MIDI,MIDI,69%LIN-31%VIS,69% LINEN 31% VISCOSE,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,AW22,AW22,BIOPHILIA22,BIOPHILIA22,2022/44,2022/44,NULL,NULL,N,NO,FASHION FORWARD,FASHION FORWARD,AW22,AW22,MARKDOWN,MARKDOWN,YES,YES,PINK,PINK,N,NO,NULL,NULL,NULL,62044900,CHINA,AGED (1-2 YEARS),AP21_Core,4729,1362,567,22AW5389,Dusk Knot Puff Slve Midi Drs,22AW5389 Dusk Knot Puff Slve Midi Drs,22AW5389 Dusk Knot Puff Slve Midi Drs (BLUSH),Dusk Knot Puff Slve Midi Drs (BLUSH),22AW5389 BLSH,BLSH,BLUSH,14,14,Apr-18,9.35004E+12,,20220420,4/20/2022,72,20220420,4/20/2022,72,20230901,9/1/2023,1,20220512,5/12/2022,69,20220512,5/12/2022,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/40_Ahehe_AW22_6158.jpg?v=1650871842,1SUP,Supertex Intl Jiangyin Jiaxiang,101.1944,101.19,101.19,179,179,179,162.727273,595,595,595,540.909091,81.30%,81.30%,MD,NULL,NULL,NULL,NULL,NULL,NULL
7481,7481,Ahehe,Ahehe,RTW,RTW,SKIRTS,SKIRTS,SKIRTS,SKIRTS,NULL,NULL,Product,Product,FG,Finished Goods,FG,Finished Goods,2022,2022,CR22,CR22,CRUISE22,CRUISE22,2022/26,2022/26,NULL,NULL,N,NO,COASTAL LFESTYL,COASTAL LIFESTYLE,CR22,CR22,MARKDOWN,MARKDOWN,YES,YES,GREEN,GREEN,N,NO,NULL,NULL,NULL,6204590012,CHINA,AGED (1-2 YEARS),AP21_Core,4852,1421,593,22CR4090,Breathless Raw Edg Utility Skt,22CR4090 Breathless Raw Edg Utility Skt,22CR4090 Breathless Raw Edg Utility Skt (PALM GREEN),Breathless Raw Edg Utility Skt (PALM GREEN),22CR4090 PLM GRN,PLM GRN,PALM GREEN,12,12,Apr-18,9.35004E+12,,20220404,4/4/2022,74,20220404,4/4/2022,74,20230808,8/8/2023,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,https://cdn.shopify.com/s/files/1/0267/0795/1690/products/S31-22CR4090_BreathlessRawEdgeUtilitySkirt_PalmGreen-211033-Ahehe-19208_frontshot.jpg?v=1650409170,1SUP,Supertex Intl Jiangyin Jiaxiang,60.23,60.23,60.23,128,128,128,116.363636,255,255,255,231.818182,74.00%,74.00%,MD,NULL,NULL,NULL,NULL,NULL,NULL
