Date_ID,Date_ID_Int,Date_Short,Fiscal_Year_SK,Fiscal_Year,Date_ID_LY,Date_ID_LLY,Fiscal_Half_SK,Fiscal_Half,Fiscal_Quarter_SK,Fiscal_Quarter,Fiscal_Month_SK,Fiscal_Month,Fiscal_Week_SK,Fiscal_Week_No,Fiscal_Week,Fiscal_Week_Year,Day_No_Of_Week,Day_Of_Week,Calendar_Year_SK,Calendar_Year,Calendar_Half_SK,Calendar_Half,Calendar_Quarter_SK,Calendar_Quarter,Calendar_Month_SK,Calendar_Month,Financial_Year_SK,Financial_Year,Financial_Quarter_SK,Financial_Quarter,Financial_Month_SK,Financial_Month,Fiscal_Month_No,Fiscal_Month_Name,Financial_Month_No,Financial_Month_Name,Fiscal_Week_End_Date_ID,Fiscal_Week_End_Date_Short,Yesterday__Week,Today__Week,Yesterday__Last_7_Days,Today__Last_7_Days,Yesterday__Next_7_Days,Today__Next_7_Days,Yesterday__Next_Week,Today__Next_Week,Last_Week__Last_8_Weeks,Last_Week__Last_13_Weeks,Last_Week__Last_26_Weeks,Last_Week__Last_52_Weeks,Last_Week__Last_104_Weeks,This_Week__Last_8_Weeks,This_Week__Last_13_Weeks,This_Week__Last_26_Weeks,This_Week__Last_52_Weeks,This_Week__Last_104_Weeks,This_Week__Last_Next_52_Weeks,This_Week__Next_104_Weeks,This_Week__Next_26_Weeks,This_Week__Next_52_Weeks,This_Week__Next_8_Weeks,This_Month__Last_Next_12_Months,This_Month__Last_Next_12_Calendar_Months,Last_Month__Last_12_Calendar_Months,This_Month__Last_12_Calendar_Months,Last_Month__Last_24_Calendar_Months,This_Month__Last_24_Calendar_Months,This_Month__Next_12_Calendar_Months,This_Month__Next_24_Calendar_Months,Last_Week__HTD,Last_Week__YTD,Last_Week__Full_Year,Last_Week__Last_Year,This_Week__Full_Year,This_Week__Last_Year,Last_Week__Full_Year_Last_Year,This_Week__Full_Year_Last_Year,Last_Month__Last_12_Months,This_Month__Last_12_Months,Last_Month__Last_24_Months,This_Month__Last_24_Months,This_Month__Next_12_Months,This_Month__Next_24_Months,Last_Month__Last_12_Financial_Months,This_Month__Last_12_Financial_Months,Last_Month__Last_24_Financial_Months,This_Month__Last_24_Financial_Months,Last_Month__Full_Financial_Year,This_Month__Full_Financial_Year,Fiscal_Year_SK_Filter,Fiscal_Year_Filter
20220510,20220510,5/10/2022,2022,2022,20210511,20200512,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220511,20220511,5/11/2022,2022,2022,20210512,20200513,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220512,20220512,5/12/2022,2022,2022,20210513,20200514,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220513,20220513,5/13/2022,2022,2022,20210514,20200515,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220514,20220514,5/14/2022,2022,2022,20210515,20200516,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220515,20220515,5/15/2022,2022,2022,20210516,20200517,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202246,46,Week 46,Week 46 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220515,5/15/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220516,20220516,5/16/2022,2022,2022,20210517,20200518,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220517,20220517,5/17/2022,2022,2022,20210518,20200519,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220518,20220518,5/18/2022,2022,2022,20210519,20200520,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220519,20220519,5/19/2022,2022,2022,20210520,20200521,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220520,20220520,5/20/2022,2022,2022,20210521,20200522,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220521,20220521,5/21/2022,2022,2022,20210522,20200523,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220522,20220522,5/22/2022,2022,2022,20210523,20200524,20222,Half 2 2022,20224,Qtr 4 2022,202211,May-22,202247,47,Week 47,Week 47 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,11,May,11,May,20220522,5/22/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220523,20220523,5/23/2022,2022,2022,20210524,20200525,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220524,20220524,5/24/2022,2022,2022,20210525,20200526,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220525,20220525,5/25/2022,2022,2022,20210526,20200527,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220526,20220526,5/26/2022,2022,2022,20210527,20200528,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220527,20220527,5/27/2022,2022,2022,20210528,20200529,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220528,20220528,5/28/2022,2022,2022,20210529,20200530,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220529,20220529,5/29/2022,2022,2022,20210530,20200531,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202248,48,Week 48,Week 48 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220529,5/29/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220530,20220530,5/30/2022,2022,2022,20210531,20200601,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220531,20220531,5/31/2022,2022,2022,20210601,20200602,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202205,May-22,2022,2022,20224,Qtr 4 2022,202211,May-22,12,June,11,May,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220601,20220601,6/1/2022,2022,2022,20210602,20200603,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220602,20220602,6/2/2022,2022,2022,20210603,20200604,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220603,20220603,6/3/2022,2022,2022,20210604,20200605,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220604,20220604,6/4/2022,2022,2022,20210605,20200606,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220605,20220605,6/5/2022,2022,2022,20210606,20200607,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202249,49,Week 49,Week 49 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220605,6/5/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220606,20220606,6/6/2022,2022,2022,20210607,20200608,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220607,20220607,6/7/2022,2022,2022,20210608,20200609,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220608,20220608,6/8/2022,2022,2022,20210609,20200610,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220609,20220609,6/9/2022,2022,2022,20210610,20200611,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220610,20220610,6/10/2022,2022,2022,20210611,20200612,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220611,20220611,6/11/2022,2022,2022,20210612,20200613,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220612,20220612,6/12/2022,2022,2022,20210613,20200614,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202250,50,Week 50,Week 50 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220612,6/12/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220613,20220613,6/13/2022,2022,2022,20210614,20200615,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220614,20220614,6/14/2022,2022,2022,20210615,20200616,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220615,20220615,6/15/2022,2022,2022,20210616,20200617,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220616,20220616,6/16/2022,2022,2022,20210617,20200618,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220617,20220617,6/17/2022,2022,2022,20210618,20200619,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,5,Friday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220618,20220618,6/18/2022,2022,2022,20210619,20200620,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,6,Saturday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220619,20220619,6/19/2022,2022,2022,20210620,20200621,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202251,51,Week 51,Week 51 2022,7,Sunday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220619,6/19/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220620,20220620,6/20/2022,2022,2022,20210621,20200622,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202252,52,Week 52,Week 52 2022,1,Monday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220626,6/26/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220621,20220621,6/21/2022,2022,2022,20210622,20200623,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202252,52,Week 52,Week 52 2022,2,Tuesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220626,6/26/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220622,20220622,6/22/2022,2022,2022,20210623,20200624,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202252,52,Week 52,Week 52 2022,3,Wednesday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220626,6/26/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
20220623,20220623,6/23/2022,2022,2022,20210624,20200625,20222,Half 2 2022,20224,Qtr 4 2022,202212,Jun-22,202252,52,Week 52,Week 52 2022,4,Thursday,2022,2022,20221,Half 1 2022,20222,Q2 2022,202206,Jun-22,2022,2022,20224,Qtr 4 2022,202212,Jun-22,12,June,12,June,20220626,6/26/2022,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,2022,2022
